timestamp,location_id,vehicle_count,avg_speed,weather,day_of_week,is_holiday,event,sensor_status,road_condition,target_congestion_level
2023-01-02 00:15:00,MBR003,13.0,45.530400858523585,Snowy,Wednesday,0.0,Marathon,OK,Poor,2.0
2023-01-02 00:30:00,???,17.0,42.34024454353148,Snowy,Tuesday,0.0,Marathon,FAIL,Good,2.0
2023-01-02 00:45:00,ENT002,27.0,37.514713819255505,Clear,Sunday,1.0,Parade,OK,Poor,4.0
2023-01-02 01:00:00,MBR003,24.0,52.00531658473872,Snowy,Wednesday,0.0,Accident,OK,Poor,1.0
2023-01-02 01:15:00,KLA001,21.0,41.40359869848047,Rainy,Friday,0.0,None,UNKNOWN,Good,3.0
2023-01-02 01:30:00,KLA001,15.0,20.329302964128477,Snowy,Monday,0.0,Accident,UNKNOWN,Moderate,3.0
2023-01-02 01:45:00,MBR003,17.0,28.828135382929975,Rainy,Tuesday,0.0,Parade,OK,Moderate,4.0
2023-01-02 02:00:00,KLA001,22.0,38.14154247807253,Snowy,Sunday,0.0,Accident,OK,Moderate,3.0
2023-01-02 02:15:00,MBR003,27.0,43.09998983165555,Clear,Saturday,0.0,Parade,FAIL,Moderate,2.0
2023-01-02 02:30:00,ENT002,17.0,39.43411511100104,Rainy,Saturday,0.0,Accident,FAIL,Moderate,4.0
2023-01-02 02:45:00,GUL004,25.0,52.18970789793663,Rainy,Monday,0.0,None,FAIL,Moderate,0.0
2023-01-02 03:00:00,MBR003,15.0,20.488981359613753,Rainy,Monday,0.0,Parade,OK,Moderate,1.0
2023-01-02 03:15:00,ENT002,29.0,41.435879365051605,Snowy,Saturday,0.0,Accident,FAIL,Poor,1.0
2023-01-02 03:30:00,KLA001,21.0,21.820207746128453,Clear,Wednesday,1.0,Parade,OK,Poor,1.0
2023-01-02 03:45:00,GUL004,14.0,47.59712295484168,Clear,Sunday,0.0,None,FAIL,Moderate,2.0
2023-01-02 04:00:00,MBR003,26.0,39.05541285557997,Clear,Friday,1.0,Accident,OK,Good,0.0
2023-01-02 04:15:00,ENT002,23.0,44.19609972024118,Clear,Thursday,0.0,Marathon,UNKNOWN,Moderate,4.0
2023-01-02 04:30:00,ENT002,18.0,31.361170394102338,Snowy,Sunday,1.0,None,UNKNOWN,Good,4.0
2023-01-02 04:45:00,KLA001,20.0,52.79464931657751,Rainy,Friday,0.0,None,OK,Poor,1.0
2023-01-02 05:00:00,MBR003,24.0,50.417246640588516,Foggy,Tuesday,0.0,None,UNKNOWN,Moderate,0.0
2023-01-02 05:15:00,KLA001,23.0,45.835443030118874,Clear,Friday,1.0,None,OK,Good,0.0
2023-01-02 05:30:00,GUL004,26.0,38.704827531365595,Foggy,Monday,1.0,Marathon,UNKNOWN,Good,0.0
2023-01-02 05:45:00,GUL004,18.0,45.798572852951324,Snowy,Sunday,1.0,Accident,UNKNOWN,???,3.0
2023-01-02 06:00:00,MBR003,21.0,32.93107432012651,Snowy,Thursday,0.0,None,UNKNOWN,Good,3.0
2023-01-02 06:15:00,MBR003,19.0,48.55555659020712,Foggy,Sunday,0.0,Accident,UNKNOWN,Good,1.0
2023-01-02 06:30:00,ENT002,17.0,56.49480894323921,Rainy,Friday,1.0,Parade,FAIL,Poor,0.0
2023-01-02 06:45:00,ENT002,7.0,50.70610559979186,Foggy,Thursday,0.0,None,FAIL,Poor,0.0
2023-01-02 07:00:00,KLA001,25.0,32.70397530192591,Snowy,Friday,0.0,None,FAIL,Poor,4.0
2023-01-02 07:15:00,GUL004,14.0,43.61417317273103,Foggy,Saturday,1.0,Accident,UNKNOWN,Moderate,4.0
2023-01-02 07:30:00,GUL004,24.0,27.068584562413523,Clear,Sunday,0.0,Marathon,UNKNOWN,Moderate,1.0
2023-01-02 07:45:00,KLA001,22.0,45.723903111756755,Clear,Thursday,1.0,Parade,UNKNOWN,Moderate,0.0
2023-01-02 08:00:00,MBR003,20.0,44.50603412862539,Rainy,Friday,1.0,Marathon,FAIL,Moderate,1.0
2023-01-02 08:15:00,GUL004,20.0,21.30183660467836,Foggy,Tuesday,0.0,Accident,UNKNOWN,Moderate,4.0
2023-01-02 08:30:00,KLA001,24.0,28.382161560876362,Foggy,Thursday,0.0,None,UNKNOWN,Poor,4.0
2023-01-02 08:45:00,KLA001,19.0,37.16861103256233,Foggy,Wednesday,1.0,Accident,FAIL,Moderate,3.0
2023-01-02 09:00:00,GUL004,25.0,36.991402528591735,Foggy,Monday,1.0,Accident,FAIL,Moderate,1.0
2023-01-02 09:15:00,ENT002,19.0,27.905230645811947,Rainy,Thursday,0.0,Accident,OK,Moderate,1.0
2023-01-02 09:30:00,MBR003,15.0,43.889787293521834,Snowy,Sunday,0.0,Accident,FAIL,Moderate,0.0
2023-01-02 09:45:00,GUL004,21.0,42.51473608940512,Rainy,Saturday,0.0,None,UNKNOWN,Poor,0.0
2023-01-02 10:00:00,ENT002,22.0,38.05730868021481,Snowy,Monday,0.0,Parade,UNKNOWN,Poor,3.0
2023-01-02 10:15:00,KLA001,30.0,32.44208499841637,Snowy,Friday,1.0,None,OK,Good,2.0
2023-01-02 10:30:00,MBR003,21.0,50.487071264165635,Snowy,Friday,0.0,Accident,UNKNOWN,Moderate,2.0
2023-01-02 10:45:00,KLA001,19.0,56.55407113088295,Foggy,Friday,0.0,Accident,FAIL,Good,2.0
2023-01-02 11:00:00,KLA001,18.0,35.16438516153463,Rainy,Sunday,0.0,None,FAIL,Good,1.0
2023-01-02 11:15:00,GUL004,10.0,33.878330828451794,Snowy,Friday,1.0,Marathon,UNKNOWN,Moderate,1.0
2023-01-02 11:30:00,MBR003,25.0,44.912076654119964,Clear,Saturday,0.0,Marathon,OK,Poor,4.0
2023-01-02 11:45:00,ENT002,20.0,36.419706202530136,Snowy,Friday,0.0,Marathon,UNKNOWN,Good,1.0
2023-01-02 12:00:00,GUL004,20.0,38.60602799336766,Rainy,Tuesday,0.0,Accident,UNKNOWN,Good,1.0
2023-01-02 12:15:00,KLA001,15.0,47.396531517246714,Foggy,Monday,1.0,None,UNKNOWN,Moderate,1.0
2023-01-02 12:30:00,KLA001,19.0,20.906439124927072,Clear,Sunday,0.0,None,UNKNOWN,Moderate,3.0
2023-01-02 12:45:00,MBR003,22.0,53.183023248526695,Snowy,Thursday,0.0,Marathon,FAIL,Poor,1.0
2023-01-02 13:00:00,KLA001,18.0,40.72680524329341,Foggy,Tuesday,1.0,Marathon,UNKNOWN,Moderate,0.0
,KLA001,20.0,35.8850685543782,Rainy,Tuesday,1.0,None,FAIL,Poor,0.0
2023-01-02 13:30:00,GUL004,22.0,39.10765845778551,Rainy,Tuesday,1.0,Accident,UNKNOWN,Poor,4.0
2023-01-02 13:45:00,KLA001,12.0,39.62429355020519,Clear,Sunday,0.0,Marathon,FAIL,Moderate,3.0
2023-01-02 14:00:00,GUL004,29.0,22.687986965550746,Clear,Tuesday,1.0,Parade,OK,Poor,0.0
2023-01-02 14:30:00,MBR003,19.0,40.41325632270618,Foggy,Monday,1.0,None,OK,Moderate,3.0
2023-01-02 14:45:00,MBR003,29.0,44.430021304473755,Foggy,Thursday,1.0,Accident,OK,Poor,4.0
2023-01-02 15:00:00,MBR003,15.0,49.51549770574043,Rainy,Monday,1.0,Parade,UNKNOWN,Good,3.0
2023-01-02 15:15:00,GUL004,13.0,29.788375424396996,Rainy,Saturday,0.0,Marathon,FAIL,Poor,1.0
2023-01-02 15:30:00,KLA001,13.0,44.734718990352285,Snowy,Thursday,1.0,Accident,FAIL,Moderate,3.0
2023-01-02 15:45:00,MBR003,12.0,37.32358909101207,Snowy,Tuesday,0.0,None,UNKNOWN,Moderate,4.0
2023-01-02 16:00:00,GUL004,25.0,48.46770775216494,Rainy,Sunday,1.0,Marathon,UNKNOWN,Poor,4.0
2023-01-02 16:30:00,GUL004,14.0,39.00905699758731,Foggy,Tuesday,0.0,None,OK,Good,0.0
2023-01-02 16:45:00,MBR003,23.0,33.97179344216038,Foggy,Sunday,0.0,Accident,UNKNOWN,Moderate,1.0
2023-01-02 17:00:00,GUL004,17.0,44.322629506341556,Foggy,Friday,1.0,Parade,UNKNOWN,Good,0.0
2023-01-02 17:15:00,GUL004,23.0,44.700441873682024,Snowy,Wednesday,1.0,Parade,FAIL,Moderate,2.0
2023-01-02 17:30:00,KLA001,18.0,32.92374105177974,Foggy,Wednesday,1.0,None,OK,Poor,1.0
2023-01-02 17:45:00,MBR003,18.0,32.87826135823956,Clear,Saturday,0.0,Parade,OK,Poor,3.0
2023-01-02 18:00:00,KLA001,26.0,38.89334631442671,Clear,Sunday,0.0,None,UNKNOWN,Poor,4.0
2023-01-02 18:15:00,KLA001,23.0,31.033577726847916,Foggy,Monday,0.0,Parade,UNKNOWN,Good,2.0
2023-01-02 18:30:00,ENT002,20.0,48.41983695452127,Foggy,Monday,0.0,Accident,FAIL,Poor,1.0
2023-01-02 18:45:00,KLA001,18.0,36.30792799552554,Rainy,Thursday,0.0,Accident,UNKNOWN,Poor,0.0
2023-01-02 19:00:00,KLA001,27.0,10.930117806783585,Rainy,Friday,1.0,None,FAIL,Poor,4.0
2023-01-02 19:15:00,ENT002,30.0,36.25177943378194,Snowy,Thursday,0.0,Marathon,UNKNOWN,Good,0.0
2023-01-02 19:30:00,KLA001,22.0,29.614561791560277,Clear,Friday,1.0,Accident,OK,Moderate,1.0
2023-01-02 19:45:00,MBR003,17.0,23.687241845390545,Clear,Wednesday,1.0,Accident,OK,Poor,1.0
2023-01-02 20:00:00,GUL004,22.0,27.625733617774273,Snowy,Sunday,1.0,None,OK,Moderate,2.0
2023-01-02 20:15:00,ENT002,24.0,41.094084718329704,Foggy,Wednesday,0.0,None,UNKNOWN,Poor,
2023-01-02 20:30:00,ENT002,13.0,53.28640828248231,Foggy,Friday,0.0,Marathon,UNKNOWN,Good,0.0
2023-01-02 20:45:00,KLA001,11.0,43.131844738649804,Snowy,Thursday,1.0,None,FAIL,Moderate,2.0
2023-01-02 21:00:00,ENT002,19.0,33.934966117842606,Clear,Sunday,1.0,Marathon,OK,Good,4.0
2023-01-02 21:15:00,MBR003,18.0,44.55904195170703,Clear,Monday,1.0,None,FAIL,Poor,3.0
2023-01-02 21:30:00,KLA001,22.0,35.40909689781008,Foggy,Sunday,1.0,Accident,UNKNOWN,Poor,2.0
2023-01-02 21:45:00,KLA001,12.0,33.05399630836855,Rainy,Saturday,1.0,None,FAIL,Poor,0.0
2023-01-02 22:00:00,MBR003,23.0,28.456373317670156,Snowy,Friday,1.0,Parade,UNKNOWN,Good,1.0
2023-01-02 22:15:00,KLA001,18.0,22.48171193248281,Snowy,Friday,1.0,Accident,OK,Good,4.0
2023-01-02 22:30:00,KLA001,18.0,36.100762934405545,Foggy,Friday,0.0,Parade,UNKNOWN,Good,0.0
2023-01-02 22:45:00,KLA001,24.0,41.58053489920132,Snowy,Sunday,1.0,Parade,OK,Good,3.0
2023-01-02 23:00:00,MBR003,19.0,39.0337632998511,Clear,Thursday,1.0,None,FAIL,Poor,3.0
2023-01-02 23:15:00,KLA001,13.0,35.84033072052641,Foggy,Monday,0.0,None,FAIL,Poor,1.0
2023-01-02 23:45:00,MBR003,14.0,46.08246191684969,Rainy,Tuesday,1.0,Accident,UNKNOWN,Moderate,4.0
2023-01-03 00:00:00,GUL004,23.0,26.82868080053415,Snowy,Tuesday,1.0,None,FAIL,Poor,4.0
2023-01-03 00:15:00,MBR003,32.0,47.760279138434754,Snowy,Friday,1.0,Accident,OK,Poor,1.0
2023-01-03 00:30:00,ENT002,17.0,29.97782981073275,Clear,Friday,1.0,None,OK,Good,1.0
2023-01-03 00:45:00,ENT002,12.0,32.47564762646965,Foggy,Friday,1.0,Parade,UNKNOWN,Poor,3.0
2023-01-03 01:00:00,GUL004,22.0,25.33214809384323,Foggy,Sunday,0.0,Parade,OK,Good,1.0
2023-01-03 01:15:00,KLA001,19.0,34.98597853114363,Snowy,Monday,0.0,None,FAIL,Moderate,2.0
2023-01-03 01:30:00,ENT002,21.0,49.75312458477979,Clear,Monday,0.0,Parade,FAIL,Good,0.0
2023-01-03 01:45:00,MBR003,9.0,45.15628088443957,Rainy,Friday,1.0,None,UNKNOWN,Moderate,1.0
2023-01-03 02:00:00,ENT002,19.0,49.78422112028035,Clear,Sunday,0.0,Marathon,UNKNOWN,Moderate,4.0
2023-01-03 02:15:00,GUL004,17.0,45.22142545933936,Foggy,Monday,0.0,None,OK,Poor,2.0
2023-01-03 02:30:00,GUL004,19.0,28.963301714696307,Snowy,Sunday,0.0,Accident,FAIL,Moderate,4.0
2023-01-03 02:45:00,KLA001,21.0,36.692107756724425,Snowy,Wednesday,1.0,Parade,FAIL,Poor,2.0
2023-01-03 03:00:00,ENT002,23.0,32.19800870882537,Snowy,Sunday,1.0,None,OK,Poor,1.0
2023-01-03 03:15:00,GUL004,???,53.3057490403904,Rainy,Friday,0.0,None,UNKNOWN,Poor,0.0
2023-01-03 03:30:00,GUL004,22.0,28.032113535736883,Rainy,,0.0,None,UNKNOWN,Moderate,4.0
2023-01-03 03:45:00,MBR003,27.0,48.93697689389111,Foggy,Thursday,1.0,Accident,UNKNOWN,Poor,2.0
2023-01-03 04:00:00,MBR003,30.0,48.929538701087694,Clear,Wednesday,0.0,Parade,UNKNOWN,Moderate,3.0
2023-01-03 04:15:00,GUL004,21.0,58.29620201716087,Clear,Thursday,0.0,None,UNKNOWN,Poor,1.0
2023-01-03 04:30:00,ENT002,28.0,35.903134073705026,Clear,Saturday,0.0,Parade,UNKNOWN,Moderate,0.0
2023-01-03 04:45:00,KLA001,9.0,47.123221595801624,Rainy,Thursday,1.0,Accident,UNKNOWN,Poor,1.0
2023-01-03 05:00:00,MBR003,18.0,62.816518365388426,Snowy,Friday,1.0,Marathon,UNKNOWN,Good,3.0
2023-01-03 05:15:00,MBR003,21.0,33.82358323066303,Foggy,Friday,0.0,Accident,OK,Good,0.0
2023-01-03 05:30:00,KLA001,25.0,24.649597524676402,Foggy,Thursday,0.0,Marathon,FAIL,Poor,3.0
2023-01-03 05:45:00,MBR003,19.0,21.199899660922362,Rainy,Monday,1.0,None,FAIL,Poor,1.0
2023-01-03 06:00:00,ENT002,25.0,47.12712028861331,Rainy,Tuesday,0.0,Parade,FAIL,Moderate,2.0
2023-01-03 06:15:00,ENT002,19.0,21.16849791941416,Snowy,Wednesday,1.0,Marathon,UNKNOWN,Good,1.0
2023-01-03 06:45:00,KLA001,16.0,44.37313187038961,Rainy,Tuesday,0.0,None,UNKNOWN,Poor,1.0
2023-01-03 07:00:00,GUL004,22.0,41.85175536829914,Foggy,Friday,1.0,Parade,UNKNOWN,Good,4.0
2023-01-03 07:15:00,KLA001,14.0,44.25444864184172,Snowy,Friday,1.0,Marathon,OK,Poor,3.0
2023-01-03 07:30:00,ENT002,20.0,42.22289855800854,Snowy,Saturday,???,None,UNKNOWN,Moderate,3.0
2023-01-03 07:45:00,KLA001,20.0,52.788658133133936,Foggy,Saturday,0.0,None,FAIL,Poor,3.0
2023-01-03 08:00:00,ENT002,21.0,30.47683619261203,Snowy,Thursday,0.0,Marathon,UNKNOWN,Moderate,4.0
2023-01-03 08:15:00,GUL004,26.0,33.23004861541469,Foggy,Monday,1.0,Parade,UNKNOWN,Good,2.0
2023-01-03 08:30:00,GUL004,14.0,32.27340554729176,Clear,Thursday,1.0,Accident,OK,Good,1.0
2023-01-03 08:45:00,ENT002,24.0,48.301918118626105,Snowy,Wednesday,0.0,Parade,OK,Moderate,2.0
2023-01-03 09:00:00,GUL004,23.0,49.003985883950634,Snowy,Saturday,0.0,Marathon,FAIL,Good,4.0
2023-01-03 09:30:00,MBR003,18.0,51.834936668899275,Foggy,Monday,0.0,Accident,UNKNOWN,Good,1.0
2023-01-03 09:45:00,ENT002,18.0,28.21959132623619,Snowy,Saturday,0.0,Parade,OK,Poor,0.0
2023-01-03 10:00:00,MBR003,27.0,56.67224111551137,Clear,Thursday,0.0,None,FAIL,Moderate,0.0
2023-01-03 10:15:00,MBR003,20.0,55.23238621712258,Foggy,Wednesday,0.0,Parade,FAIL,Poor,2.0
2023-01-03 10:30:00,GUL004,19.0,47.35621997245747,Snowy,Wednesday,0.0,None,OK,Moderate,3.0
2023-01-03 10:45:00,ENT002,20.0,57.8179890877106,Rainy,Monday,1.0,Accident,OK,Poor,0.0
2023-01-03 11:00:00,KLA001,20.0,23.433767923222263,Clear,Wednesday,0.0,Parade,UNKNOWN,Moderate,2.0
2023-01-03 11:15:00,ENT002,22.0,34.755518637373484,Foggy,Sunday,0.0,None,FAIL,Poor,4.0
2023-01-03 11:30:00,ENT002,12.0,32.64696539318048,Rainy,Sunday,0.0,Accident,FAIL,Moderate,2.0
2023-01-03 11:45:00,MBR003,14.0,47.21479323757343,Foggy,Wednesday,0.0,???,OK,Good,2.0
2023-01-03 12:00:00,GUL004,14.0,29.498592603978544,Rainy,Wednesday,1.0,None,OK,Good,2.0
2023-01-03 12:15:00,GUL004,15.0,47.574951493374854,Rainy,Wednesday,1.0,None,OK,Moderate,1.0
2023-01-03 12:30:00,ENT002,27.0,53.705361439967135,Clear,Sunday,1.0,Parade,FAIL,Good,2.0
2023-01-03 12:45:00,GUL004,22.0,46.95202900083999,Clear,Thursday,1.0,None,OK,Poor,2.0
2023-01-03 13:00:00,ENT002,15.0,42.83751023661501,Rainy,Sunday,1.0,Marathon,FAIL,Good,1.0
2023-01-03 13:15:00,KLA001,15.0,30.12126659099251,Clear,Saturday,0.0,Accident,OK,Good,1.0
2023-01-03 13:30:00,MBR003,15.0,31.53149033874635,Foggy,Saturday,0.0,Accident,FAIL,Moderate,4.0
2023-01-03 13:45:00,GUL004,14.0,52.49618905296667,Snowy,Monday,0.0,Parade,OK,Good,3.0
2023-01-03 14:00:00,ENT002,16.0,47.793490039053324,Foggy,Sunday,0.0,Parade,FAIL,Poor,0.0
2023-01-03 14:15:00,MBR003,20.0,39.60980480622456,Rainy,Tuesday,1.0,Parade,UNKNOWN,Good,0.0
2023-01-03 14:30:00,KLA001,22.0,35.8209045423411,Foggy,Tuesday,1.0,Marathon,UNKNOWN,Moderate,2.0
